CompanyName,JobRole,Experience,Skills,Industry
Boomi Software,"HashiCorp Vault Engineer , Production Engineering",5-7 Yrs,"RTOS, Product management, Automation, GCP, Production engineering, Service engineering, boomi, Cloud",Software
Pantheon,Senior Software Engineer - Release Engineering,5-8 Yrs,"Health insurance, github, orchestration, GCP, Resource allocation, Cloud, test driven development, Open source",Web Hosting
Tredence,Manager - Data Engineering,4-7 Yrs,"advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization",Analytics and data science
Physicswallah,Engineering Manager,5-8 Yrs,"Project development, cassandra, GCP, MySQL, Cloud, Javascript, MongoDB, Distribution system",Education
Dunnhumby,Engineering Manager Fullstack,5-9 Yrs,"Interpersonal skills, Front end, data science, GCP, Diversity and Inclusion, Cloud, Agile, Manager Technology",Retail Analytics
TechHost Services,LLM Engineer,4-6 Yrs,"Computer science, GCP, Business analysis, Cloud Services, Machine learning, Deployment, Management, AWS",Technology
Tredence,Associate Manager/ Manager - Data Engineering,5-8 Yrs,"advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization",Analytics and data science
Uvation,Terraform Engineer,5-6 Yrs,"Computer science, Automation, Networking, GCP, Configuration management, Shell scripting, Cloud, Infrastructure",Healthcare.
Perydot,Engineer - IAC Packer SME,5-7 Yrs,"Image management, VMware, Linux, GCP, devops, Cloud, Windows, Virtualization",Software
Photon,Principal Engineer in DevOps,6-11 Yrs,"Computer science, orchestration, Architecture, GCP, devops, Cloud, Javascript, Data mining",Technology.
Egnyte,Software QA Engineer - Automation,2-5 Yrs,"Computer science, Linux, data security, GCP, devops, Cloud, Unit testing, SQL",Cloud storage and file sharing.
Publics Sapient,Big Data Engineering  with GCP or Azure- Publics Sapient,6-9 Yrs,"SCALA, Spark, Devops, Gcp Cloud, Java, Data Engineering, Azure Cloud, Big Data",Consulting
Linkageit,Cloud Engineer,8-12 Yrs,"Azure, GCP, AWS, Cloud Engineer, automation, cloud architecture, deployment, Cloud",IT
Qzigma Technologies,Cloud Architect / Senior Cloud Engineer,8-13 Yrs,"Aws Cloud, Terraform, Azure Cloud, GCP, Ci/Cd, Jenkins, Gitlab, Cloud",Technology
Superprocure,"DevOps Architect (Cloud Engineer, Software Development Engineer)",8-12 Yrs,"DevOps, Nginx, CI/CD pipelines, API gateways, GCP, maven, Ant, NPM",Procurement
ISS Corporate Solutions,Cloud Engineer (Google Cloud Platform),2-6 Yrs,"Automation, Networking, Configuration management, Market intelligence, Windows, Analytics, Technical support, Monitoring",Facility Services
Antuit,"Cloud Engineer, Advanced",2-6 Yrs,"Automation, Linux, Infrastructure management, Talent acquisition, Access management, GCP, Troubleshooting, Information technology",Analytics
DWS Group,Google - Cloud Engineer,0-1 Yrs,"Unix, Coding, data security, Data quality, Agile methodology, Unit testing, Pentaho, Analytics",Financial Services
Accenture,Cloud Platform Engineer,3-5 Yrs,"cloud platform, cloud architecture, splunk administration, splunk, cloud infrastructure, kubernetes, python, vmware",Consulting.
Qcentrio,DevOps Engineer - Google Cloud Platform,5-8 Yrs,"DevOps, Terraform, Linux, CI/CD Pipeline, IT Automation Tools, Google Cloud Platform, Ansible, Cloud Infrastructure",Software
Accenture,Cloud Migration Engineer,5-10 Yrs,"microsoft azure, gcp, aws, cloud computing, cloud automation devops, continuous integration, kubernetes, python",Consulting.
Accenture,Cloud Platform Engineer,5-10 Yrs,"python, microsoft azure, powershell, ms exchange, cloud computing, kubernetes, project management, vmware",Consulting.
Accenture,Cloud Native Engineer,2-6 Yrs,"customer management, customer service, microsoft azure, intune, image management, kubernetes, azure cloud, cloud native",Consulting.
Accenture,Cloud Platform Engineer,7-11 Yrs,"python, google, cloud platform, devops, platform architecture, kubernetes, project management, vmware",Consulting.
Supro Consulting,Cloud Engineer,6-11 Yrs,"Terraform, Azure Cloud, google cloud, Ci/Cd, Scripting, Jenkins, PAAS, Kubernetes",Consulting
Softenger,GCP Cloud Engineer -  Lead /Architect,8-13 Yrs,"Google, GCP, Bigquery, Deployment, Gcp Cloud, Architecture, Leadership, Cloud",Software
Genspark India,"Senior Cloud Engineer (Python scripting, Cloud certified)",3-7 Yrs,"python, Terraform, Ansible, jenkins, AWS, groovy, GCP, shell",Technology
Epsilon Asia Group Of Companies,Senior Cloud Engineer - GCP,6-9 Yrs,"Automation, Version control, GIT, Powershell, Active directory, DNS, Vulnerability, Release management",Business Process Outsourcing (BPO)
Epsilon Asia Group Of Companies,Senior Cloud Engineer - GCP,6-9 Yrs,"Automation, Version control, GIT, Powershell, Active directory, DNS, Vulnerability, Release management",Business Process Outsourcing (BPO)
Global Pharma Tek,GCP Cloud Engineer,3-7 Yrs,"ci/cd, networking, azure devops, gcp, troubleshooting, continuous integration, kubernetes, python",Pharmaceutical
Globant,Google Cloud Engineer Analyst Sr Level 1,4-8 Yrs,"Google Cloud, GKE, GKE Migration, Terraform, GCP, CI/CD, GCVE Migration, Kubernetes",Information Technology (IT)
Anyhow Infosystems,AWS Cloud Engineer,3-5 Yrs,"Computer science, Linux, GCP, Machine learning, Troubleshooting, Continuous improvement, Information technology, AWS",Information Technology (IT)
Epam Systems,Senior Cloud Engineer,5-10 Yrs,"Jenkins, Terraform, Docker, GCP, Kubernetes, CI/CD, Helm, Python",Information Technology (IT)
Tech Vedika Software,Azure Cloud Engineer,4-6 Yrs,"Production management, Automation, Monitoring tools, Enterprise applications, GCP, devops, ticketing tools, Disaster recovery",Software
Tech Vedika Software,AWS Cloud Engineer,4-6 Yrs,"Production management, Automation, Monitoring tools, Enterprise applications, GCP, ticketing tools, Disaster recovery, Cloud",Software
Advertising agency,Associate Director - GCP cloud Engineer,6-10 Yrs,"Etl Pipelines, GCP Cloud, Power BI, Direct, Cloud, Bi, ETL, GCP",Advertising.
Emorphis,Cloud Engineer - Indore,4-9 Yrs,"Ci Cd Pipeline, Aws Cloud, Docker, Terraform, Kubernetes, Azure Cloud, Cloud Formation Aws, Ansible",Software
Forte Recruitment Consultants,Cloud Engineer,2-7 Yrs,"Iac, Cloud Infrastructure, Gcp Cloud, Cloud Storage, Terraform, Bigquery, Cicd Pipeline, Kubernetes Deployment",Recruitment
Nityo Infotech,Cloud Engineer,3-9 Yrs,"Analytical skills, Cloud computing, Root cause analysis, Automation, Interpersonal skills, Powershell, GCP, Infrastructure",IT
Tech World Logics,Cloud Engineer ( Azure / AWS / GCP ),3-7 Yrs,"GCP, Cloud, AWS, Microsoft Azure",Technology
Fusion Plus Solutions,Gcp cloud Engineer,3-6 Yrs,"Automation, Architecture, Coding, GCP, Data Architect, Cloud, Infrastructure, jenkins",IT
Fusion Plus Solutions,"Java Cloud Engineers, Release Engineer and PL/SQL Developer",5-8 Yrs,"Backend, hsm, Managed services, Access management, GCP, Analytical, Billing, PLSQL",IT
Fusion Plus Solutions,Google cloud engineer,2-4 Yrs,"Cloud computing, Data analysis, GIT, Linux, Cloud, Javascript, Infrastructure, Monitoring",IT
Fusion Plus Solutions,Cloud Engineer,2-5 Yrs,"Networking, GCP, Cloud Services, Powershell, Infrastructure, Deployment, Routing, Open source",IT
MX Technologies,Senior Cloud Engineer,8-13 Yrs,"PCI DSS, Automation, GCP, Configuration management, SOC, Continuous improvement, Information technology, Python",Technology
MX Technologies,Cloud Engineer,5-10 Yrs,"PCI DSS, Automation, GCP, Configuration management, SOC, Continuous improvement, Information technology, Python",Technology
Diverse Lynx,GCP Cloud Engineer,5-7 Yrs,"GIT, Linux, Networking, Cidr, VPN, GCP, Script writing, Cloud","It's impossible to determine the industry of a company named ""Diverse Lynx"" without more information."
Pradeepit Consulting Services,Cloud Engineer - GCP certified added advantage,3-6 Yrs,"IT services, GCP, Information security, Consulting, Cloud, cloud storage, Account management, Troubleshooting",Consulting
DWS Group,Partner Data_Big Data/ Cloud Engineer,0-2 Yrs,"Maven, Coding, GCP, SCALA, Cloud, Agile, big data, SDLC",Financial Services
Sparkcognition,Senior IT Cloud Engineer,4-7 Yrs,"Automation, github, Linux, Powershell, GCP, Acls, DNS, Genetics",Artificial Intelligence (AI)
Applied Ai Consulting,AWS Cloud Engineer,4-7 Yrs,"Automation, GCP, Consulting, Cloud, Security services, Performance testing, Technology solutions, AWS",Consulting
Transcloud Labs,Cloud Engineer (GCP),4-5 Yrs,"SAN, Automation, Linux, GCP, VPN, SOC, SMS, DNS",Cloud Computing
Endivite Technologies,Azure Cloud Engineer,3-5 Yrs,"kubernetes, cloud security, vmware, microsoft azure, azure cloud, cloud support, docker, ansible",Technology
Infobell It Solutions,Cloud Engineer,6-9 Yrs,"Object oriented design, Analytical skills, C++, KVM, Linux, Scalability, GCP, Cloud",Information Technology (IT)
Protocol Zone,Cloud Engineer,3-7 Yrs,"cyber security, TDD, GCP, Cloud, Software development life cycle, test driven development, Distribution system, Operations",Cybersecurity
Diverse Lynx,GCP Cloud Engineer,3-7 Yrs,"GCP, Cloud, GCP Cloud","It's impossible to determine the industry of a company named ""Diverse Lynx"" without more information."
Infologix Software Solutions Pvt Ltd,Cloud Engineer,1-4 Yrs,"configuration management, gcp, management, collaboration, release, writing, microsoft azure, serverless",Software
1cloudhub,Cloud Engineer II ( CE II ),4-6 Yrs,"Engineer II, Health insurance, Automation, Linux, VPN, GCP, Cloud, Windows",Cloud Computing
Harness.io,Staff Cloud Engineer,2-6 Yrs,"Automation, Compliance, Coding, GCP, SOC, Packaging, Healthcare, Monitoring",Software
Tech Vedika Software,AWS Cloud Engineer,6-8 Yrs,"Production management, Automation, Monitoring tools, Enterprise applications, GCP, ticketing tools, Disaster recovery, Cloud",Software
Codelinear,Cloud Engineer,5-10 Yrs,"container, python, web services, microsoft azure, root cause analysis, cloud platform, docker, ansible",Semiconductor
Diverse Lynx,GCP Cloud Engineer,3-7 Yrs,"Interpersonal skills, Automation, Network design, NoSQL, RDBMS, Configuration management, Agile methodology, Open source","It's impossible to determine the industry of a company named ""Diverse Lynx"" without more information."
NetApp,"Software Engineer (C,C++ / Cloud)",5-8 Yrs,"continuous integration, cd, python, software development, c, virtualization, automation testing, microsoft azure",N/A
Institutional Shareholder Services,Cloud Engineer (Google Cloud Platform),2-6 Yrs,"Automation, Networking, Configuration management, Market intelligence, Windows, Analytics, Technical support, Monitoring",Financial Services
Quantified Hr,Google Cloud Engineer,2-5 Yrs,"Automation, orchestration, Compliance, GCP, Disaster recovery, Infrastructure, Programming, Information technology",Human Resources
yes Mentor,Cloud Engineer,1-5 Yrs,"kubernetes, web services, microsoft azure, root cause analysis, cloud platform, system troubleshooting, docker, ansible",Mentorship
Gowra Bits & Bytes (GBB),Pre Sales Cloud engineer,2-5 Yrs,"Internet technologies, Usage, Compliance, GCP, Cloud, Presales, AWS, Sales",Information Technology (IT)
Qcentrio,DevOps Engineer - Google Cloud Platform,5-8 Yrs,"DevOps, Terraform, Linux, CI/CD Pipeline, Google Cloud Platform, Ansible, Cloud Infrastructure, IT Automation",Software
Accenture,Cloud Platform Engineer,3-8 Yrs,"hyper-v, cloud platform, vmware administration, cloud infrastructure management, cloud computing, kubernetes, python, project management",Consulting.
Esri India,Product Engineer II Cloud Storage,4-8 Yrs,"amazon sqs, python, oracle, web services, gcp, microsoft azure, aws, aws cloudformation",GIS (Geographic Information Systems)
Uplers,"Lead Backend Engineer (Node.js, Cloud Platforms)",5-9 Yrs,"Cloud Platforms, System Design, Node.Js, GIT, GCP, Azure Cloud, Serverless Technologies, API",IT
Qcentrio,DevOps Engineer - Google Cloud Platform,5-8 Yrs,"DevOps, Terraform, Linux, CI/CD Pipeline, Google Cloud Platform, Ansible, Cloud Infrastructure, Ruby",Software
Appzlogic,Cloud Devsecops Engineer,5-10 Yrs,"Devsecops, Gcp Cloud, Cloud Security, Cloud, GCP, Cloud Devsecops, Security",Software Development
Kingwell Group,Azure Cloud Engineer | Vapi,1-2 Yrs,"GCP, Azure Cloud, HIPAA, Gdpr, Kubernetes, Aws Security, Aws Cloudformation, Cloud Security",Electronics
Talent Corner Hr Services,"Senior Cloud Engineer, Infrastructure",5-10 Yrs,"Terraform, GCP, Cloud Infrastructure, Compute Engine, Cloud Storage, Cloud Sql, Kubernetes Engine, Networking",Human Resources (HR)
66degrees,"Cloud Engineer, Azure",2-6 Yrs,"Computer science, Automation, Linux, Networking, Configuration management, Consulting, Information technology, Analytics",Apparel
Bhumi iTech Pvt Ltd,Openstack Cloud Engineer,1-3 Yrs,"Heat & Console, Open Stack API, Openstack Cloud, Containerization, Virtualization, Ansible Basic, Linux Administration, KVM",IT
Digiswitch Infotech,Cloud Support Engineer,1-3 Yrs,"Oracle Cloud Infrastructure, linux, Oracle cloud, Cloud Computing, virtualisation layers, Azure Cloud Services, Gcp Cloud, Cloud Services",Information Technology (IT)
Qcentrio,DevOps Engineer - Google Cloud Platform,5-8 Yrs,"DevOps, Terraform, Linux, GCP, GitHub, Ansible, CI/CD, Ruby",Software
Qcentrio,DevOps Engineer - Google Cloud Platform,5-8 Yrs,"DevOps, Terraform, Linux, CI/CD Pipeline, Google Cloud Platform, Ansible, Cloud Infrastructure, IT Automation",Software
Globallogic,Senior Cloud DevOps Engineer,5-10 Yrs,"continuous integration, analytical, bitbucket, azure devops, microservices, docker, ansible, gcp",IT
Snowbit,Cloud and Observability Engineer,3-8 Yrs,"Automation, GCP, Analytical, Debugging, Troubleshooting, Risk management, Operations, Analytics",Cybersecurity
Capgemini,Cloud DevOps Engineer,6-11 Yrs,"microsoft azure, gcp, infrastructure, agile, aws, continuous integration, kubernetes, python",Information Technology (IT)
Qcentrio,DevOps Engineer - Google Cloud Platform,5-8 Yrs,"DevOps, Terraform, Linux, CI/CD Pipeline, IT Automation Tools, Azure Cloud, Google Cloud Platform, Ansible",Software
Qcentrio,DevOps Engineer - Google Cloud Platform,5-8 Yrs,"DevOps, configuration management, Amazon Cloud, Azure Cloud, GitHub, CI/CD, Go, Ruby",Software
McCain,Sr. Cloud Security Engineer,4-8 Yrs,"security compliance, cloud security, GCP, Information security, devops, Cloud, Information technology, Recruitment",Food
Accenture,Cloud Platform Engineer,2-7 Yrs,"microsoft azure, docker, terraform, aws, cloud computing, kubernetes, continuous integration, python",Consulting.
Accenture,Cloud Platform Engineer,5-10 Yrs,"kubernetes, docker, linux administration, devops, aws, continuous integration, python, vmware",Consulting.
Accenture,Cloud Platform Engineer,5-10 Yrs,"microsoft exchange server, microsoft azure, cloud architecture, infrastructure, aws, kubernetes, python, vmware",Consulting.
Accenture,Cloud Platform Engineer,5-10 Yrs,"performance testing, vmware, cloud platform, cloud infrastructure, aws, kubernetes, python, microsoft azure",Consulting.
Globallogic,Cloud Dev/Devops Engineer,5-10 Yrs,"kubernetes, continuous integration, cd, python, software development, microsoft azure, ci/cd, gitlab ci / cd",IT
Goprac.com,GCP Cloud Security & Network Engineer,5-10 Yrs,"Google Cloud, Docker, AWS, VMware NSX-T, Kubernetes, Network Security, DNS, DHCP",Software Development
Goprac.com,GCP Cloud Platform Engineer,5-10 Yrs,"Jenkins, Docker, GitLab CI, Google Cloud Platform, CloudBuild, Terraform, Ansible, DNS",Software Development
Goprac.com,GCP Cloud Operation Engineer,5-10 Yrs,"CI/CD Tools, Docker, AWS, Kubernetes, Google Cloud, Terraform, Ansible, DNS",Software Development
Accenture,Cloud Platform Engineer,3-8 Yrs,"oracle, oracle dba, exadata, cloud infrastructure, software engineering, kubernetes, python, vmware",Consulting.
KLX Cloud It,Cloud Sales Engineer,1-3 Yrs,"Customer acquisition, Outbound, Sales development, Strategic partnerships, GCP, Sales coordination, Analytical, Team development",Information Technology (IT)
Tokopedia,Principal Engineer - Cloud Platform,8-13 Yrs,"Cloud computing, Architecture, Design review, GCP, Diversity and Inclusion, Programming, Manager Technology, Management",E-commerce
Gojek,Principal Engineer - Cloud Platform,8-14 Yrs,"Cloud computing, Architecture, Design review, GCP, Diversity and Inclusion, Programming, Manager Technology, Management",Transportation and logistics.
Startree,"Staff Software Engineer, Cloud Platform",2-6 Yrs,"Cloud computing, Automation, GCP, SAAS, Agile, Open source, Apache, Distribution system",Software
SentinelOne,Cloud Solution Engineer,8-10 Yrs,"Product management, Automation, Linux, GCP, SOC, Consulting, Shell scripting, Presales",Cybersecurity
Sentinelone,Cloud Solution Engineer,8-13 Yrs,"Product management, Automation, Linux, GCP, SOC, Consulting, Shell scripting, Presales",Cybersecurity
Startree,"Senior Software Engineer, Cloud Platform",6-8 Yrs,"Cloud computing, Automation, GCP, SAAS, Agile, Open source, Apache, Distribution system",Software
Accenture,Application Developer,7-12 Yrs,"configuring, cloud migration, sap bw, data modeling, hana data modeling, sap, oracle, performance tuning",Consulting.
Accenture,Application Developer,3-8 Yrs,"dbms, java, devops, full stack, scrum, continuous integration, kubernetes, css",Consulting.
Accenture,Software Development Lead,7-12 Yrs,"microsoft azure iaas, kubernetes, azure devops, docker, aws, c#, rest, continuous integration",Consulting.
Accenture,Application Lead,5-10 Yrs,"information technology, cloud development, salesforce sales cloud, salesforce marketing cloud, cloud architecture, css, android, social integration",Consulting.
IBM,Application Developer: Cloud Full Stack,3-7 Yrs,"docker, java, rest, microsoft azure, spring boot, kubernetes, microservices, ansible",Technology
Impetus Technologies,Technical Project Manager,10-12 Yrs,"cd, kubernetes, continuous integration, project management, technical, data, project, microsoft azure",Technology
IBM,Application Developer: Google Cloud FullStack,3-6 Yrs,"android, dbms, sql, linux, microsoft windows, redhat linux, bootstrap, ios",Technology
IBM,Application Developer: Cloud FullStack,3-7 Yrs,"docker, java, rest, microsoft azure, spring boot, kubernetes, microservices, ansible",Technology
IBM,Application Developer: Open Source,2-6 Yrs,"android, bootstrap, backbone.js, postgresql, linux, css, ibm cloud, dbms",Technology
Tetrahed Inc,Pre-Sales Solution Lead - Google Workspace,12-16 Yrs,"Pre-Sales, Google MDM, Access, DLP, Business Development, Google Cloud API, MDM, Cloud API",Technology
Data Economy,Lead Devops Engineer,6-10 Yrs,"Computer science, Automation, Team management, GCP, SOC, Agile, Infrastructure, Scrum",Data Analytics
EXITING OPPORTUNITY WITH BIG 5 - CLOUD ARCHITECT/CONSULTANT,"Consultant and cloud Architect""",5-10 Yrs,"application modernization, Cloud native, Cloud Architecture, architect, cloud certification, development, GCP, Strategy Consulting","The industry is likely **Information Technology (IT)**, specifically **Cloud Computing**."
it mnc,Hiring_ Tech Strategy & Advisory - Cloud Architect - Senior Manager,10-15 Yrs,"Architect, GCP, Cloud, AWS, Senior management, Advisory, Technical analysis, Architecture",Information Technology (IT)
Accenture,Application Developer,2-7 Yrs,"web services, api, idoc, sap, pi, seeburger, sap netweaver, jdbc",Consulting.
Accenture,AI / ML Engineer,5-10 Yrs,"deep learning frameworks, python, c++, computer vision, machine learning algorithms, algorithms, natural language processing, electrical engineering",Consulting.
Domgys,Executive,2-3 Yrs,"Relationship management, IT services, Cloud computing, Ticketing, Bfsi, GCP, Web hosting, ITES",N/A
66degrees,"Data Architect, AWS, Contract",4-9 Yrs,"Data migration, Data modeling, GCP, Consulting, Schema, Cloud, professional services, Monitoring",Apparel
Lister Technologies Pvt Ltd,Senior Cloud Engineer - BOT,4-6 Yrs,"Automation, Networking, Configuration management, Load balancing, IT operations, SSL, Release management, Analytics",Information technology (IT)
Black Turtle,Cloud Engineer,6-10 Yrs,"Aws Cloud, ETL Tool, Cloud Computing, L3, Kafka, Ci/Cd, Devops, SQL",N/A
Rlabs Enterprise Services,ETL DataStage Snowflake & Cloud Engineer,10-18 Yrs,"Snowflake, Cloud, Datastage 11.X, ETL, ETL Datastage, Datastage",N/A
Rlabs Enterprise Services,ETL DataStage Snowflake & Cloud Engineer,10-18 Yrs,"Snowflake, Cloud, Datastage 11.X, ETL, ETL Datastage, Datastage",N/A
Rlabs Enterprise Services,ETL DataStage Snowflake & Cloud Engineer,10-18 Yrs,"Snowflake, Cloud, Datastage 11.X, ETL Datastage, ETL, Datastage",N/A
Rlabs Enterprise Services,ETL DataStage Snowflake & Cloud Engineer,10-18 Yrs,"Snowflake, Cloud, Datastage 11.X, ETL Datastage, Datastage, ETL",N/A
Software Company,Senior Cloud Engineer,6-10 Yrs,"Troubleshooting Skills, Network Configuration, Cluster Management, Storage Management, Performance Monitoring, Automation, Collaboration and Training, Forecasting Skills",Software.
Looper Development Services,Data Engineer - Google Cloud Platform,2-3 Yrs,"Data Engineering, Data Ingestion, Big Query, Git, Data Pipeline, GitHub, Google Cloud Platform, Data Warehousing",Software Development
Outreach,"Senior Staff Security Engineer, Cloud Security",8-9 Yrs,"remediation, Product engineering, cloud security, GCP, Cloud, Customer support, Vulnerability management, infrastructure security",Sales Technology
Supro Consulting,Cloud Devops Engineer,7-12 Yrs,"Jenkins, Terraform, Gcp Cloud, GIT, Ci Cd Pipeline, Scripting Languages, Kubernetes, Scripting",Consulting
Postman,"Engineering Manager, Cloud platform",7-12 Yrs,"SAN, Operational excellence, GCP, Cloud, Software development life cycle, Incident management, Monitoring, Team building",Software
Microstrategy,Engineering Manager (Cloud),3-5 Yrs,"Product management, Microstrategy, GCP, ISO 27001, Test design, Agile, Software development life cycle, Continuous improvement",Business intelligence
Steady Rabbit,Engineering Manager,7-10 Yrs,"GCP, Aiml, AWS, Devops, Azure Devops, Scrum, JIRA, Engineering management",Marketing
Accenture,Application Lead,5-9 Yrs,"sap integration, api, sap, pi, sap abap, sap process orchestration, web services, tafj",Consulting.
Wipro,Infra Networking SME,2-6 Yrs,"Networking, IPAM, Azure, GCP cloud, DNS, Zscaler proxy, AWS, Network Architecture",Information Technology (IT)
UKG,Sr Principal Software Engineer - Data Platform,8-12 Yrs,"java, continuous integration, python, software development, automation testing, version control, data warehousing, ci/cd",Human Resources (HR)
Tetrahed Inc,Sr Solution Architect - Data & AI,18-24 Yrs,"Data Analytics, technology service, Azure, AI/ML, Data Engineering, Software development, GCP, Database",Technology
Accenture,S&C Global Network - AI - Supply Chain Analytics - Analyst,2-5 Yrs,"python, data manipulation, pyspark, data modeling, data visualization, time series analysis, anaplan, supply chain",Consulting.
Tetrahed Inc,Cloud Bid Manager - IT Domain,8-12 Yrs,"Bid Management, Cloud Operations, Azure, GCP, Presales, cloud bid management, Data center, AWS",Technology
UKG,"Director, Global Security",10-15 Yrs,"Security Management, Security Architecture, cloud, Azure, ISO, GCP, DevSecOps, NIST",Human Resources (HR)
Brainlabs Digital,Machine Learning Engineer,3-5 Yrs,"Digital media, Marketing analytics, Civil, GCP, Machine learning, Resource allocation, Cloud, Open source",Digital Marketing
Brainlabs Group Of Companies,Machine Learning Engineer,2-5 Yrs,"Digital media, Marketing analytics, Civil, GCP, Machine learning, Resource allocation, Cloud, Open source",Marketing
Data Economy,Python Pyspark Developer,2-6 Yrs,"Computer science, Cloud computing, GCP, Debugging, Design development, Data processing, big data, Information technology",Data Analytics
Accenture,S&C Global Network - AI - Supply Chain Analytics - Analyst,2-3 Yrs,"python, data manipulation, pyspark, data modeling, data visualization, time series analysis, anaplan, supply chain",Consulting.
Accenture,Application Developer,5-10 Yrs,"bigquery, pubsub, dataproc, kafka, data flow, continuous integration, c++, ci/cd",Consulting.
Accenture,Application Lead,5-10 Yrs,"gcp, software engineering, microsoft azure, amazon ec2, aws, web services, ado.net, docker",Consulting.
Accenture,Infra Tech Support Practitioner,3-8 Yrs,"aws administration, google cloud platform administration, technology operations, cloud infrastructure, troubleshooting, customer service, vmware, microsoft azure",Consulting.
Accenture,Business Function Implement Practitioner,8-13 Yrs,"cloud practice, microsoft azure, artificial intelligence, devops, agile, architectural design, program management, presales",Consulting.
Accenture,DevOps Engineer,5-10 Yrs,"continuous integration, cloud security, network security, authentication protocols, encryption, container, kubernetes, python",Consulting.
Accenture,Software Development Engineer,5-10 Yrs,"sybase database administration, sap configuration, database administration, sap basis administration, sap businessobjects, vmware, sap netweaver, microsoft azure",Consulting.
Accenture,AI / ML Engineer,3-8 Yrs,"deep learning frameworks, python, c++, computer vision, machine learning algorithms, algorithms, chatbot, natural language processing",Consulting.
Accenture,Program/Project Management Representativ,5-10 Yrs,"microsoft azure, oracle cloud, iam, oracle dba, iaas, schema, project management, oracle",Consulting.
Accenture,Sales Origination Practitioner,15-20 Yrs,"sales strategy, google, cloud platform, sales, gcp, kubernetes, c++, project management",Consulting.
Accenture,Responsible AI Engineer,2-7 Yrs,"chatbot, c++, natural language processing, neural networks, deep learning, kubernetes, algorithms, python",Consulting.
Accenture,Application Developer,5-10 Yrs,"gcp, j2ee, software engineering, python, application development, web services, jsp, java collections",Consulting.
Accenture,Application Developer,2-7 Yrs,"data services, microsoft azure, azure devops, docker, aws, c#, continuous integration, kubernetes",Consulting.
Accenture,Solution Architect,7-12 Yrs,"enterprise architecture, microsoft azure, gcp, devops, aws, product strategy, project management, ux",Consulting.
Consulting Firm,Gcp Data Engineer,4-9 Yrs,"Gcp Cloud, Cloud Sql, Cloud Spanner, Cloud Storage, Application Engine, Google Data Studio, Pubsub, Cloud Orchestration",Consulting
Tech 4 Logic,Inside Sales Representative,1-5 Yrs,"Inside Sales, Lead Generation, B2B sales, networking sales, IT Sales, IT Hardware, Cloud Computing, Cloud Sales",Technology
Infogain,Infogain is hiring GCP Administrator@ Immediate joiner,3-8 Yrs,"Networking, GCP Admin, GCP Adminstrator, Cloud Admin, Administration, Hiring, GCP, Cloud",IT
Accenture,DevOps Architect,2-6 Yrs,"google, microservices, docker, devops, bash, kubernetes, continuous integration, python",Consulting.
Essvee Consultant,Devops Developer,2-4 Yrs,"Devops, Configuration Management, Bash Scripting, Powershell, Devops Tools, Google Cloud Services, Azure Devops, Python",Consulting
Essvee Consultant,Software Manager (Techno-Functional Background),6-9 Yrs,"Azure, Cloud Computing, AWS, Google Cloud, GCP, Computation, Management, Software",Consulting
Rlabs Enterprise Services,Storage Admin and Backup   - Infra Compute System Engineer,6-11 Yrs,"NAS, SAN, Storage server, VSAN, Azure, GCP, Cloud, Virtual Storage Area network",N/A
Rlabs Enterprise Services,Storage Admin and Backup   - Infra Compute System Engineer,6-11 Yrs,"NAS, SAN, Storage server, VSAN, Azure, GCP, Cloud, Virtual Storage Area network",N/A
Hexaware Technologies,DevOps Track Engineer,3-7 Yrs,"Maven, Usage, GIT, GCP, Powershell, devops, Cloud, Ruby",Information Technology
Aryng,Data Engineer,1-4 Yrs,"Data management, GCP, Project management, Consulting, Cloud, Data processing, Apache, SQL",Software
NTT Data,SAP cloud engineer,7-12 Yrs,"Rap, Sap S4Hana, Abap, cloud, btp, Configuration, Private Cloud, Artificial Intelligence",Information Technology (IT)
Eurofins,Senior Cloud Engineer,6-8 Yrs,"Cloud Engineering, Network Infrastructure, Powershell, CAKE, Debugging, AWS, YAML, Kubernetes","Testing, Inspection, and Certification (TIC)"
Webex Communications India (p) Ltd.,Cloud Engineering Technical Lead,6-11 Yrs,"Unix, Automation, Networking, Linux, Disaster recovery, Security operations, cisco, Information technology",Technology
Quatrro,German -M365/ Exchange Online - Cloud Engineer - Quatrro - Thane,2-7 Yrs,"O365, Onpremise, On-Prem, Office, Microsoft Teams, MS Exchange, Exchange Server Administration, Active Directory Administration",Financial services
Sarthi Digital,"Senior Cloud Engineer, Azure",3-7 Yrs,"GIT, Terraform, Azure Cloud, Kubernetes Administration, AWS, Cloud, Kubernetes, Senior",Digital Marketing
Iksula,Google Cloud Data Engineer,3-8 Yrs,"Airflow, Data Engineering, GCP, Bigquery, Python, pytest, Dataproc, SQL",Technology
Accenture,Cloud Services Engineer,5-10 Yrs,"python, cloud services, cloud orchestration, cloud technologies, troubleshooting, hive, airflow, sql",Consulting.
Infogain,GCP Data Engineer (Senior),8-11 Yrs,"Infrastructure support, SUB, Resource utilization, Networking, GCP, Infrastructure, cloud architect, big data",IT
Microstrategy,Engineering Manager (Cloud),3-5 Yrs,"Product management, Microstrategy, GCP, Test design, Cloud, Agile, Software development life cycle, Continuous improvement",Business intelligence
